,beer_beerid,beer_name,brewery_name
689138,36766,Helles Weissbier Resi,Hösl & Co. Brauhaus GmbH
689140,24116,Rooster's - Yorkshire Pale Ale (YPA),Rooster's Brewing Company Ltd.
689141,70244,Rooster's - Mocha Stout,Rooster's Brewing Company Ltd.
689142,32289,Outlaw - Nit-Wit,Rooster's Brewing Company Ltd.
689143,67672,Angry Yank IPA,Rooster's Brewing Company Ltd.
689144,51334,Outlaw - Dead Or Alive,Rooster's Brewing Company Ltd.
689145,17545,Rooster's - Rooster's,Rooster's Brewing Company Ltd.
689146,70241,Rooster's - Wild Mule,Rooster's Brewing Company Ltd.
689147,38936,White Rose,Rooster's Brewing Company Ltd.
689148,10716,Rooster's - Cream,Rooster's Brewing Company Ltd.
689149,32290,Outlaw - Stars & Stripes,Rooster's Brewing Company Ltd.
689150,31257,Rooster's - Sven's Revenge,Rooster's Brewing Company Ltd.
689151,10715,Rooster's - Yankee,Rooster's Brewing Company Ltd.
689157,31154,Ringo,Rooster's Brewing Company Ltd.
689158,40255,Outlaw - Amarillo,Rooster's Brewing Company Ltd.
689160,29213,Leghorn,Rooster's Brewing Company Ltd.
689161,29151,Outlaw - Oyster Stout,Rooster's Brewing Company Ltd.
689163,21005,Rooster's - Licorice Stout,Rooster's Brewing Company Ltd.
689164,23855,Rooster's - Five Horsehoes,Rooster's Brewing Company Ltd.
689165,17339,Rooster's - Hooligan,Rooster's Brewing Company Ltd.
689167,3691,Copper Canyon Northwestern Gold,Copper Canyon Brewery
689171,42495,Copper Canyon Summerzest,Copper Canyon Brewery
689172,3693,Copper Canyon Devil's Peak IPA,Copper Canyon Brewery
689180,29112,Copper Canyon Bourbon CCCP Imperial Stout,Copper Canyon Brewery
689183,28625,Copper Canyon 7 C's Imperial IPA,Copper Canyon Brewery
689184,3692,Copper Canyon Buffalo Jump Stout,Copper Canyon Brewery
689190,67688,Apple Strudel Triple,Copper Canyon Brewery
689191,19975,Copper Canyon Our Anniversary Ale,Copper Canyon Brewery
689192,13421,Copper Canyon Oktoberfest,Copper Canyon Brewery
689194,66140,Copper Canyon Yellow Card APA,Copper Canyon Brewery
689195,13423,Copper Canyon Alt,Copper Canyon Brewery
689200,13422,Copper Canyon Oatmeal Stout,Copper Canyon Brewery
689201,31023,Copper Canyon Summer Sun Wheat,Copper Canyon Brewery
689202,19719,Copper Canyon Saison,Copper Canyon Brewery
689204,66632,Aiken Wee Heavy,Aiken Brewing Company
689206,45156,Aiken's Natural Blonde,Aiken Brewing Company
689208,47686,Aiken Strong Scotch Ale,Aiken Brewing Company
689210,30676,Aiken Scottish Style Ale,Aiken Brewing Company
689213,49873,English India Pale Ale,Aiken Brewing Company
689215,49055,Aiken Double Pale Ale,Aiken Brewing Company
689217,63852,Aiken Kolsch,Aiken Brewing Company
689218,56062,Olde Aiken Ale,Aiken Brewing Company
689223,66633,Aiken Nitro Stout,Aiken Brewing Company
689224,47644,Aiken German Doppel Bock,Aiken Brewing Company
689225,69319,Sandi Wheat,Mother's Brewing Company
689228,75867,Foggy Notion,Mother's Brewing Company
689232,69320,Three Blind Mice,Mother's Brewing Company
689236,38666,Krombacher Weizen,Krombacher Brauerei
689240,76537,Uber Pils,Mother's Brewing Company
689243,74813,Winter Grind Coffee Stout,Mother's Brewing Company
689249,72597,Lil' Helper,Mother's Brewing Company
689254,72419,Old School Oktoberfest,Mother's Brewing Company
689255,59646,Chalk Hill Tap,Chalk Hill Brewery
689256,59647,Chalk Hill Gold,Chalk Hill Brewery
689257,24243,Chalk Hill Flintknappers Strong Mild,Chalk Hill Brewery
689258,59645,Chalk Hill Best,Chalk Hill Brewery
689259,21518,Dreadnought,Chalk Hill Brewery
689260,42992,Krombacher Extramild,Krombacher Brauerei
689261,73415,Salitos Mojito,Krombacher Brauerei
689267,32814,Major Hops Olde Ale,Appalachian Brewing Company
689287,48642,Krombacher Dark,Krombacher Brauerei
689303,53920,Salitos,Krombacher Brauerei
689304,13070,Krombacher Radler,Krombacher Brauerei
689308,73932,Krombacher Weizen Dunkel,Krombacher Brauerei
689330,59668,Yellow Armadillo Wheat,Thirsty Planet Brewing Company
689399,70999,Wäldches Bräu Helles Naturtrub,Wäldches Bräu GmbH
689400,76937,Yeti,Tatton Brewery
689405,65584,Silverback Pale Ale,Thirsty Planet Brewing Company
689408,68084,Augusta Ale,Kensington Brewing Company
689415,66571,Dark Arts,Trouble Brewing
689419,61339,Ór,Trouble Brewing
689423,42967,Barefoot Radler,Barefoot Brewers
689432,61324,AXL Pale Ale,MillKing It Productions
689433,66359,BRIK Irish-Style Red,MillKing It Productions
689452,51795,Nakhon Signature Lager,Pacific Kingdom Trading
689461,53843,Nakhon Lemongrass White,Pacific Kingdom Trading
689466,69886,Wurm Vollbier Hell,Hirschbräu Friedrich Wurm KG
689467,75701,Watership Brown,Red Hare Brewing Company
689469,76908,Rabbit's Reserve #1: Chocolate Porter,Red Hare Brewing Company
689470,16865,Grapefruit Snow,Sapporo Kaitakushi Brewery Harriet
689471,16868,Hasukappu Ruby,Sapporo Kaitakushi Brewery Harriet
689472,16867,Kaitakushi (Pilsener),Sapporo Kaitakushi Brewery Harriet
689473,18675,Rengakan Beer,Sapporo Kaitakushi Brewery Harriet
689474,16866,Clark (Alt),Sapporo Kaitakushi Brewery Harriet
689689,14772,Dommelsch Pilsener,Dommelsche Bierbrouwerij
689697,65203,Dommelsch Oud Bruin,Dommelsche Bierbrouwerij
689714,33228,Albert Heijn Herfstbock,Dommelsche Bierbrouwerij
689715,33214,Cuvée Des Hauts Voués De L'Avouerie D'Anthisnes,Brasserie de Silly S.A.
689716,2495,La Divine,Brasserie de Silly S.A.
689775,70751,Villée (Bière Blanche à L'Eau De Villée),Brasserie de Silly S.A.
689777,10230,Belgian Passions Comics & Beer Triple Blond,Brasserie de Silly S.A.
689784,16676,Enghien Noël Triple Blonde,Brasserie de Silly S.A.
689796,30487,La Gueule Noire - Koempelbier,Brasserie de Silly S.A.
689824,2493,Saison De Silly,Brasserie de Silly S.A.
689890,6784,Broad Street Barley Wine,Appalachian Brewing Company
689917,31188,Schwendi,Brasserie de Silly S.A.
689966,8935,St. Christophe,Brasserie de Silly S.A.
689976,2496,Super 64,Brasserie de Silly S.A.
689982,2490,Double Enghien Blonde,Brasserie de Silly S.A.
690022,2494,Silly Pils,Brasserie de Silly S.A.
690038,26698,Cervoise De L'Avouerie D'Anthisnes,Brasserie de Silly S.A.
690229,17757,Printemps De Silly,Brasserie de Silly S.A.
690245,48216,La Gastaldia Birra Di Natale,La Gastaldia
690246,48300,Gast Pils,La Gastaldia
690247,75111,Karksi Tume,"Karme AS, Karksi Õlle"
690248,4682,Moscova,Ostankinskiy Pivovarinniy Zavod
690252,35335,Watzdorfer Burg Pils,Watzdorfer Traditions- und Spezialitätenbrauerei GmbH
690253,30331,Meks,Ostankinskiy Pivovarinniy Zavod
690254,11510,Zhigulovskoye,Ostankinskiy Pivovarinniy Zavod
690255,28573,Moskovskoye Bochkovoye,Ostankinskiy Pivovarinniy Zavod
690256,15906,Zhigulovskoye Moskovskovo Razliva,Ostankinskiy Pivovarinniy Zavod
690257,4015,Ostankinskoye,Ostankinskiy Pivovarinniy Zavod
690259,30341,Watzdorfer Schwarzbier,Watzdorfer Traditions- und Spezialitätenbrauerei GmbH
690261,12643,Paracelcus,Privatbrauerei Josef Sigl KG
690262,71600,Hadley's Blonde,Red Rat Craft Brewery
690264,77072,Rambler,Adelbert's Brewery
690265,77049,Scratching Hippo,Adelbert's Brewery
690268,21455,Cane Fire Red,Waimea Brewing Company
690272,21454,Napali Pale Ale,Waimea Brewing Company
690277,60935,Uli Uli Brown,Waimea Brewing Company
690278,21183,Wai'ale'ale Ale,Waimea Brewing Company
690280,58497,Captain Cook's Original IPA,Waimea Brewing Company
690285,21456,Pakala Porter,Waimea Brewing Company
690290,21184,Leilani Light,Waimea Brewing Company
690291,21453,Lilikoi Ale,Waimea Brewing Company
690292,37438,West Side Wheat,Waimea Brewing Company
690293,59737,The Fonz IPA,Waimea Brewing Company
690302,35961,Sun Light,Mildura Theatre Brewery Pty Ltd
690614,13804,Ebel's Weiss Beer,Two Brothers Brewing Company
690999,56635,Gravity,Two Brothers Brewing Company
691086,4307,The Bitter End Pale Ale,Two Brothers Brewing Company
691298,61554,Atom Smasher,Two Brothers Brewing Company
691335,46052,Avalon Spiced Ale,Two Brothers Brewing Company
691401,74351,Heavy Handed #2,Two Brothers Brewing Company
691403,1965,Heavy Handed IPA,Two Brothers Brewing Company
691735,44947,Wedge Iron Rail IPA,Wedge Brewing Company
691780,1966,Prairie Path Ale,Two Brothers Brewing Company
691787,32898,Philosopher's Stone,Two Brothers Brewing Company
691790,3857,Water Gap Wheat,Appalachian Brewing Company
691825,14882,Bare Tree Weiss Wine Vintage 2003,Two Brothers Brewing Company
691833,66635,Koning De Quad,Appalachian Brewing Company
691843,74350,Heavy Handed #3,Two Brothers Brewing Company
691844,66463,Cocoa Northwind Imperial Stout,Two Brothers Brewing Company
691959,74353,Heavy Handed #1,Two Brothers Brewing Company
692243,59978,Public Domaine + 10,Two Brothers Brewing Company
692247,45735,Bonfire Dunkle Weiss,Two Brothers Brewing Company
692250,38585,Trailblaze Organic Brown Ale,Appalachian Brewing Company
692303,35405,Victor's MemoriAle Altbier,Two Brothers Brewing Company
692307,67869,Reprieve,Two Brothers Brewing Company
692322,51524,Moaten,Two Brothers Brewing Company
692374,57783,Hoppy Public Domaine,Two Brothers Brewing Company
692377,4328,Iditarod Imperial Stout,Two Brothers Brewing Company
692516,48715,Bare Tree Weiss Wine Vintage 2008,Two Brothers Brewing Company
692524,40401,Imperial Cane & Ebel,Two Brothers Brewing Company
692537,66137,P&#257;hoehoe,Two Brothers Brewing Company
692576,54087,Heavier Handed IPA,Two Brothers Brewing Company
692600,64485,Bare Tree Weiss Wine Vintage 2010,Two Brothers Brewing Company
692623,63255,Bail-Out Ale,Two Brothers Brewing Company
693237,29344,Incinerator Blonde Doppelbock,Two Brothers Brewing Company
693275,52598,Oak Aged Domaine DuPage,Two Brothers Brewing Company
693334,56889,Resistance IPA,Two Brothers Brewing Company
693443,37992,Heliocentric Bragot,Two Brothers Brewing Company
693472,69139,Askew,Two Brothers Brewing Company
693481,47747,Red Eye Coffee Porter,Two Brothers Brewing Company
693593,74343,Heavy Handed #4,Two Brothers Brewing Company
693662,34474,Bare Tree Artist Series Weiss Beer 2006,Two Brothers Brewing Company
693688,73048,Roundhouse Robust Porter,Two Brothers Brewing Company
693690,34756,90 Shilling Scotch Ale,Two Brothers Brewing Company
693691,65182,Door County Cherry Stout,Two Brothers Brewing Company
693729,5260,Dog Days Dortmunder Style Lager,Two Brothers Brewing Company
693730,12672,Heavy-handed IPA 2003 Harvest,Two Brothers Brewing Company
693741,21552,Bare Tree Weiss Wine Vintage 2004,Two Brothers Brewing Company
693768,15302,Clark Street Ale House Pale Ale,Two Brothers Brewing Company
693773,4327,Brothers Best Brown,Two Brothers Brewing Company
693845,49814,Outlaw IPA,Two Brothers Brewing Company
693852,45584,American Mild,Two Brothers Brewing Company
693957,42770,Bare Tree Weiss Wine Vintage 2007,Two Brothers Brewing Company
694011,56938,Long Haul Session Ale,Two Brothers Brewing Company
694087,70158,Hop Juice Black,Two Brothers Brewing Company
694097,60509,Port Wine Barrel-Aged Bare Tree,Two Brothers Brewing Company
694315,66854,Kickback Pale,Upland Brewing Company
694519,63160,Columbus Speak Softly And Carry A Big Sticke Alt,Columbus Brewing Company
694524,71735,Hop Odyssey - Columbus Grasshoppa,Columbus Brewing Company
694529,60814,Columbus Big Frank,Columbus Brewing Company
694530,6143,Columbus Apricot Ale,Columbus Brewing Company
694564,32511,Columbus Ohio Honey Wheat,Columbus Brewing Company
694565,33215,Columbus IPA,Columbus Brewing Company
694579,55894,Columbus Creeper,Columbus Brewing Company
694596,61591,"Columbus Eyr Der, Eyr Der",Columbus Brewing Company
694600,69356,Columbus Bourbon Barrel Aged Uncle Rusty,Columbus Brewing Company
694603,64092,Columbus 12 Hops Of Christmas,Columbus Brewing Company
694610,49802,Columbus Turkey Neck,Columbus Brewing Company
694630,69355,Columbus IPA With Mango And Habanero,Columbus Brewing Company
694631,69216,Columbus Petite Blonde,Columbus Brewing Company
694635,74893,Columbus Brewing And Fatheads Collaboration - Brewno,Columbus Brewing Company
694640,38924,Columbus Batch 1000,Columbus Brewing Company
694641,62439,Columbus Super Fresh H-O-P,Columbus Brewing Company
694647,59731,"Columbus Hungry, Hungry Hefe",Columbus Brewing Company
694654,34831,Columbus Barley Wine,Columbus Brewing Company
694657,51473,Columbus Summer Teeth,Columbus Brewing Company
694678,55420,Columbus Black IPA,Columbus Brewing Company
694680,67006,Bourbon Barrel Ard Ri,Upland Brewing Company
694681,3844,Bad Elmer's Porter,Upland Brewing Company
694682,53187,Columbus Bodhi DIPA,Columbus Brewing Company
694705,58875,Columbus Buck Creek Brown Ale,Columbus Brewing Company
694710,56589,Columbus Arnold,Columbus Brewing Company
694717,3323,Dragonfly IPA,Upland Brewing Company
694810,32370,Bulldog Amber Ale,Half Pints Brewing Company
694844,34955,The Father,Half Pints Brewing Company
694899,34222,Burly Wine,Half Pints Brewing Company
694936,33456,Sweet Nikki Brown,Half Pints Brewing Company
694950,42590,Pothole Porter,Half Pints Brewing Company
694980,55007,Bourbon Burly Wine,Half Pints Brewing Company
694992,66118,CKUbreW,Half Pints Brewing Company
695023,35091,The Son,Half Pints Brewing Company
695039,74313,Smoktoberfest,Half Pints Brewing Company
695054,63264,British Bulldog,Half Pints Brewing Company
695063,32366,Stir Stick Stout,Half Pints Brewing Company
695093,55080,Punk N' Fest,Half Pints Brewing Company
695105,52537,St. James Pale Ale,Half Pints Brewing Company
695176,59409,Black Scrapper IPA,Half Pints Brewing Company
695189,44493,Grewsome Scotch Ale,Half Pints Brewing Company
695190,35971,Weizenbock,Half Pints Brewing Company
695196,69164,Queer Beer,Half Pints Brewing Company
695214,75969,Demeter's Harvest,Half Pints Brewing Company
695268,38159,Humulus Ludicrous,Half Pints Brewing Company
695298,54446,Table Rock Pale Ale,Olde Hickory Brewery
695315,32924,Oktoberfest Lager,Half Pints Brewing Company
695345,35199,The Holy Spirit,Half Pints Brewing Company
695360,36400,Weizen Heimer,Half Pints Brewing Company
695366,61092,Rigamarole Rye,Half Pints Brewing Company
695393,55449,$ellout $tout,Half Pints Brewing Company
695394,74742,Five-A-L IPA,Half Pints Brewing Company
695449,36846,Phil's Pils,Half Pints Brewing Company
695485,35377,Poppa's Pilz,Sixpoint Brewery
695488,44925,Belgian Double IPA,Sixpoint Brewery
695491,53681,Aberdeen,Sixpoint Brewery
695502,22192,Brownstone,Sixpoint Brewery
695596,62989,Sehr Crisp Pilsner,Sixpoint Brewery
695702,41650,"""Hop Obama"" Ale",Sixpoint Brewery
695719,49052,Vienna Pale Ale,Sixpoint Brewery
695746,39458,GNT (Grandad's Nerve Tonic),Sixpoint Brewery
695770,55997,Double Sweet Action,Sixpoint Brewery
695807,22391,Encore,Sixpoint Brewery
695956,41270,Masons Black Wheat,Sixpoint Brewery
695972,60062,Old Krusher Barleywine,Sixpoint Brewery
695980,33287,Merlot Crüe,Sixpoint Brewery
695981,73199,Mad Scientist #6 Fresh Hop Strong Ale,Sixpoint Brewery
695985,27385,Black Soul,Sixpoint Brewery
695989,76406,Filling Station,Sixpoint Brewery
695990,70767,Sour Diesel,Sixpoint Brewery
695991,50198,Northern Lights,Sixpoint Brewery
696006,76971,Spice Of Life - Centennial,Sixpoint Brewery
696009,22196,Abigale,Sixpoint Brewery
696038,52721,Apollo (Crystallized Ginger),Sixpoint Brewery
696039,43354,Emasculator,Sixpoint Brewery
696048,71577,Spice Of Life - Amarillo,Sixpoint Brewery
696050,64504,Mad Scientist #1,Sixpoint Brewery
696056,39467,Belgian Rye-PA,Sixpoint Brewery
696070,76989,Occupation Ale,Sixpoint Brewery
696071,70880,Barrio,Sixpoint Brewery
696078,39930,Gorilla Warfare Coffee Porter,Sixpoint Brewery
696127,57398,Autobahn IPA,Sixpoint Brewery
696131,22190,East Coast Amber Ale,Sixpoint Brewery
696133,22194,SMP,Sixpoint Brewery
696151,74354,DeCicco Session IPA,Sixpoint Brewery
696158,31320,Gemini,Sixpoint Brewery
696172,52658,Bengali Tiger (Chillies),Sixpoint Brewery
696173,49670,Ginger Midge,Sixpoint Brewery
696204,49054,Dubbel Trouble,Sixpoint Brewery
696205,71102,Brevity,Sixpoint Brewery
696215,56945,Diesel (Whiskey Barrel Aged),Sixpoint Brewery
696220,71366,Spice Of Life - Chinook,Sixpoint Brewery
696228,54343,Righteous Ale (Whiskey Chips),Sixpoint Brewery
696229,54928,Redd,Sixpoint Brewery
696442,1670,Indica India Pale Ale,Lost Coast Brewery and Cafe
696496,22197,Express,Sixpoint Brewery
696501,73283,Spice Of Life - Cascade,Sixpoint Brewery
696527,66931,Time Out For A Porter,Sixpoint Brewery
696533,39928,Eight Days O' Wheat,Sixpoint Brewery
696535,73289,Autumnation,Sixpoint Brewery
696550,25602,Bolshoi,Sixpoint Brewery
696590,23453,Righteous Ale,Sixpoint Brewery
696618,56398,Dry-Hopped Diesel Stout,Sixpoint Brewery
696621,71348,Get Safe,Sixpoint Brewery
696623,76491,Mad Scientists #7 - Cranberry Porter,Sixpoint Brewery
696624,74833,Bark,Sixpoint Brewery
696627,73284,Instant Pentecostal Apostle,Sixpoint Brewery
696630,70691,Mad Scientists #4 - Hibiscus,Sixpoint Brewery
697010,56119,Komodo Dragon Fly Black IPA,Upland Brewing Company
697037,47993,Sweet Action (Brooklyn Mix),Sixpoint Brewery
697411,27386,Grand Crüe,Sixpoint Brewery
697432,25603,Belgian IPA,Sixpoint Brewery
697439,34879,Atlantic Antic Amber,Sixpoint Brewery
697461,24718,Rebellion,Sixpoint Brewery
697467,72232,Meatball Ale,Sixpoint Brewery
697469,70887,Little Buzz,Sixpoint Brewery
697471,22195,Otis,Sixpoint Brewery
697475,68786,Mad Scientist #3,Sixpoint Brewery
697484,67372,Harbinger Saison,Sixpoint Brewery
697496,71279,Hopline,Sixpoint Brewery
697498,39929,Sixpoint Tripel,Sixpoint Brewery
697500,62373,Pumpkin Brewster,Sixpoint Brewery
697501,44837,Re-action,Sixpoint Brewery
697508,27387,Global Warmer,Sixpoint Brewery
697519,31247,Apollo,Sixpoint Brewery
697522,31516,Little Frankie's Ale,Sixpoint Brewery
697527,71739,Mad Scientists #5 - Shiso,Sixpoint Brewery
697625,35380,Black Market Porter,Sixpoint Brewery
697626,68357,Mad Scientist #2,Sixpoint Brewery
697629,74412,Spice Of Life - Nelson Sauvin,Sixpoint Brewery
697637,40350,Groundskeeper Spilly,Sixpoint Brewery
697662,53168,Hops Of Love,Sixpoint Brewery
697665,44304,Irish Stout,Gruhlke Brewery
697670,68715,Triple Sweet Action,Sixpoint Brewery
697673,44307,Belgian Tripel,Gruhlke Brewery
697675,44305,Dortmunder,Gruhlke Brewery
697676,44308,Wheat,Gruhlke Brewery
697678,44306,Amber Cereza Style,Gruhlke Brewery
697679,44198,Anger Management Belgian Wheat,Angry Hank's Microbrewery
697680,44196,Head Trauma IPA,Angry Hank's Microbrewery
697701,39646,Night Porter,Mildura Theatre Brewery Pty Ltd
697702,58620,Vintage Stout,Mildura Theatre Brewery Pty Ltd
697703,61969,Stefano's Pilsner,Mildura Theatre Brewery Pty Ltd
697707,26211,Mallee Bull Heavy,Mildura Theatre Brewery Pty Ltd
697714,69003,Harvey,Brugge Brasserie
697724,68378,Choc Hops,Mildura Theatre Brewery Pty Ltd
697729,39670,Non-Toxic Mid-Strength,Mildura Theatre Brewery Pty Ltd
697730,31929,Storm Cloudy Ale,Mildura Theatre Brewery Pty Ltd
697745,31359,Old Willie Warmer,Mildura Theatre Brewery Pty Ltd
697746,57602,Hopscotch,Summerskills Brewery
697747,54660,Stack High Gravity Lager,United Brands Company
697778,73538,Cloutier's Farmhouse Ale,Brugge Brasserie
697779,39278,Lulpulin L'Amore,Brugge Brasserie
697780,67816,Diamond Kings Of Heaven 2008,Brugge Brasserie
